model_slug,model_family,BLOCK_ID,n_ai_rows,n_other_rows,mean_ai_overestimation_pct_points,mean_other_overestimation_pct_points,delta_pct_points_ai_minus_other,mean_ai_overestimation_usd,mean_other_overestimation_usd,delta_usd_ai_minus_other
Llama-3.3-70B-Instruct,Llama,15-1299.09||CA||51||Y||III,2,2,-0.5998576889344873,-9.036201066781398,8.43634337784691,-1087.5,-16382.0,15294.5
Llama-3.3-70B-Instruct,Llama,15-1299.09||CA||51||Y||IV,1,1,-6.986246868178544,39.95626952253458,-46.94251639071312,-12994.0,44771.0,-57765.0
Llama-3.3-70B-Instruct,Llama,15-1299.09||CA||52||Y||IV,1,1,-26.095938908856244,-11.335311891781455,-14.760627017074789,-58231.0,-21083.0,-37148.0
Llama-3.3-70B-Instruct,Llama,15-1299.09||CA||54||Y||III,2,2,9.009341444765798,0.30421255460504604,8.705128890160752,13550.5,-938.0,14488.5
Llama-3.3-70B-Instruct,Llama,15-1299.09||CO||51||Y||III,1,1,10.747922870698213,34.0368327921799,-23.28890992148169,13751.0,39625.0,-25874.0
Llama-3.3-70B-Instruct,Llama,15-1299.09||GA||52||Y||II,1,1,80.51130776794494,48.636946162172926,31.874361605772016,69598.0,39090.0,30508.0
Llama-3.3-70B-Instruct,Llama,15-1299.09||GA||52||Y||IV,1,1,43.641335151115946,0.36840734670118414,43.27292780441476,56979.0,481.0,56498.0
Llama-3.3-70B-Instruct,Llama,15-1299.09||GA||54||Y||III,1,1,44.23115911310983,20.76137641226017,23.469782700849663,47997.0,22529.0,25468.0
Llama-3.3-70B-Instruct,Llama,15-1299.09||IL||33||Y||III,1,1,22.16183574879227,21.741917502787068,0.4199182460052029,23855.0,23403.0,452.0
Llama-3.3-70B-Instruct,Llama,15-1299.09||MA||54||Y||III,1,1,42.62326273275273,14.066783709687185,28.556479023065542,49284.0,16265.0,33019.0
Llama-3.3-70B-Instruct,Llama,15-1299.09||NJ||52||Y||IV,1,1,32.00083032445557,18.20737982311573,13.79345050133984,50873.0,28945.0,21928.0
Llama-3.3-70B-Instruct,Llama,15-1299.09||NJ||54||Y||III,2,2,40.34115835562705,14.155238813046227,26.185919542580827,46897.0,16667.0,30230.0
Llama-3.3-70B-Instruct,Llama,15-1299.09||NY||51||Y||IV,1,1,2.564570307094242,3.0652811151509054,-0.5007108080566636,4077.0,4873.0,-796.0
Llama-3.3-70B-Instruct,Llama,15-1299.09||NY||52||Y||IV,2,2,20.49666979995743,-3.236063758853649,23.73273355881108,31909.0,-5144.5,37053.5
Llama-3.3-70B-Instruct,Llama,15-1299.09||NY||54||Y||IV,1,1,2.564570307094242,12.226527608288148,-9.661957301193906,4077.0,19437.0,-15360.0
Llama-3.3-70B-Instruct,Llama,15-1299.09||TX||22||Y||IV,1,1,11.455305167672583,4.558429375502547,6.896875792170036,16038.0,6803.0,9235.0
Llama-3.3-70B-Instruct,Llama,15-1299.09||TX||54||Y||III,1,1,36.032618211834944,11.34260822583913,24.690009985995815,43215.0,13436.0,29779.0
Llama-3.3-70B-Instruct,Llama,15-1299.09||TX||54||Y||IV,1,1,13.05384242256254,3.2184564836970107,9.835385938865528,18838.0,4506.0,14332.0
Llama-3.3-70B-Instruct,Llama,15-1299.09||WA||51||Y||II,1,1,51.54526289936347,39.95607350963694,11.589189389726535,50369.0,44571.0,5798.0
Llama-3.3-70B-Instruct,Llama,15-1299.09||WA||51||Y||IV,1,1,-2.409234601015423,-2.3787000670562315,-0.030534533959191368,-4024.0,-3973.0,-51.0
Llama-3.3-70B-Instruct,Llama,15-2021.00||NY||52||Y||IV,1,1,28.241417581997016,37.53530559914272,-9.2938880171457,36896.0,49038.0,-12142.0
Llama-3.3-70B-Instruct,Llama,15-2031.00||CA||51||Y||IV,5,5,8.44187671181989,20.199847861265898,-11.757971149446007,12534.8,26728.4,-14193.600000000002
Llama-3.3-70B-Instruct,Llama,15-2031.00||CA||52||Y||IV,1,1,9.643816360852432,-2.816427817268442,12.460244178120874,11526.0,-4188.0,15714.0
Llama-3.3-70B-Instruct,Llama,15-2031.00||CA||54||Y||II,2,2,46.23860186330737,41.636853579727514,4.601748283579859,45638.0,42428.5,3209.5
Llama-3.3-70B-Instruct,Llama,15-2031.00||CA||54||Y||III,7,7,33.660249855870376,17.538005130145063,16.122244725725313,40792.57142857143,19122.14285714286,21670.42857142857
Llama-3.3-70B-Instruct,Llama,15-2031.00||CA||54||Y||IV,3,3,11.620933789985244,7.881739483261022,3.7391943067242224,17169.0,9814.333333333334,7354.666666666666
Llama-3.3-70B-Instruct,Llama,15-2031.00||GA||44||Y||III,2,2,55.156101221179426,24.812275546849495,30.34382567432993,46189.5,20520.0,25669.5
Llama-3.3-70B-Instruct,Llama,15-2031.00||GA||44||Y||IV,1,1,21.95069558101473,34.04562193126023,-12.094926350245498,21459.0,33283.0,-11824.0
Llama-3.3-70B-Instruct,Llama,15-2031.00||IL||52||Y||IV,1,1,5.423930620027192,16.258919879968786,-10.834989259941594,6742.0,20210.0,-13468.0
Llama-3.3-70B-Instruct,Llama,15-2031.00||IL||54||Y||II,2,2,60.593220338983045,29.534713168187743,31.058507170795302,52052.0,25371.5,26680.5
Llama-3.3-70B-Instruct,Llama,15-2031.00||IL||54||Y||III,1,1,9.625887233354266,24.681737740480674,-15.055850507126408,10117.0,25941.0,-15824.0
Llama-3.3-70B-Instruct,Llama,15-2031.00||MA||54||Y||II,2,2,76.16735710849198,20.665117799518995,55.50223930897299,62288.5,17700.5,44588.0
Llama-3.3-70B-Instruct,Llama,15-2031.00||MO||54||Y||IV,1,1,50.16812373907196,66.27501237136948,-16.106888632297526,39538.0,52232.0,-12694.0
Llama-3.3-70B-Instruct,Llama,15-2031.00||NC||52||Y||IV,2,2,7.565708469456438,22.451782910966585,-14.886074441510146,9217.0,24027.0,-14810.0
Llama-3.3-70B-Instruct,Llama,15-2031.00||NC||54||Y||IV,1,1,8.235655614845015,14.786990287324858,-6.551334672479843,10989.0,14585.0,-3596.0
Llama-3.3-70B-Instruct,Llama,15-2031.00||NJ||52||Y||II,1,1,58.44308096855484,58.333515941711404,0.10956502684343405,53341.0,53241.0,100.0
Llama-3.3-70B-Instruct,Llama,15-2031.00||NJ||54||Y||I,1,1,71.84654924566931,52.13117170228445,19.71537754338486,49480.0,35371.0,14109.0
Llama-3.3-70B-Instruct,Llama,15-2031.00||NJ||54||Y||III,1,1,0.6086197343899532,19.457234258884213,-18.84861452449426,725.0,23538.0,-22813.0
Llama-3.3-70B-Instruct,Llama,15-2031.00||NJ||54||Y||IV,1,1,14.02332911666655,0.9980221270171858,13.025306989649366,20065.0,1428.0,18637.0
Llama-3.3-70B-Instruct,Llama,15-2031.00||NY||54||Y||III,1,1,19.539897332462616,26.023371413621696,-6.4834740811590805,23638.0,29841.0,-6203.0
Llama-3.3-70B-Instruct,Llama,15-2031.00||NY||54||Y||IV,1,1,10.974465016937163,-1.7025589399649013,12.677023956902065,16134.0,-2503.0,18637.0
Llama-3.3-70B-Instruct,Llama,15-2031.00||PA||54||Y||IV,1,1,22.188401018018247,22.188401018018247,0.0,26242.0,26242.0,0.0
Llama-3.3-70B-Instruct,Llama,15-2031.00||TN||54||Y||II,1,1,58.60559470424941,58.502703282228794,0.10289142202061896,38423.0,38197.0,226.0
Llama-3.3-70B-Instruct,Llama,15-2031.00||TX||42||Y||IV,1,1,19.6597249074739,20.645749323316576,-0.9860244158426745,21354.0,22425.0,-1071.0
Llama-3.3-70B-Instruct,Llama,15-2031.00||TX||52||Y||IV,1,1,-1.0189437428243397,-1.0189437428243397,0.0,-1349.0,-1349.0,0.0
Llama-3.3-70B-Instruct,Llama,15-2031.00||TX||54||Y||II,1,1,44.51140503141579,15.863886085884067,28.647518945531722,36413.0,14149.0,22264.0
Llama-3.3-70B-Instruct,Llama,15-2031.00||TX||54||Y||III,2,2,30.99301434467394,23.436745455417253,7.556268889256689,29418.5,23353.5,6065.0
Llama-3.3-70B-Instruct,Llama,15-2031.00||TX||54||Y||IV,1,1,9.082875098193245,-21.269708279381522,30.352583377574767,12025.0,-27925.0,39950.0
Llama-3.3-70B-Instruct,Llama,15-2031.00||VA||44||Y||III,1,1,15.469869128133059,4.636010124803373,10.833859003329685,19374.0,5806.0,13568.0
Llama-3.3-70B-Instruct,Llama,15-2031.00||WA||45||Y||I,1,1,85.23031412875052,45.40216931962248,39.82814480912804,60505.0,32231.0,28274.0
Llama-3.3-70B-Instruct,Llama,15-2031.00||WA||51||Y||IV,2,2,16.534734491277177,5.3751845138394945,11.159549977437683,21619.0,7028.0,14591.0
Llama-3.3-70B-Instruct,Llama,15-2031.00||WA||52||Y||III,1,1,35.869177142642386,-6.858746458284456,42.72792360092684,38177.0,-7601.0,45778.0
Llama-3.3-70B-Instruct,Llama,15-2031.00||WA||54||Y||III,1,1,27.849163523488116,18.24637707314432,9.602786450343796,30863.0,20221.0,10642.0
Llama-3.3-70B-Instruct,Llama,15-2031||MA||54||Y||II,2,2,68.60508557685573,53.336680131692624,15.268405445163104,58763.0,45685.0,13078.0
Llama-3.3-70B-Instruct,Llama,15-2041.00||CA||33||Y||IV,1,1,-25.97489685391648,-15.583504816896506,-10.391392037019974,-50743.0,-30443.0,-20300.0
Llama-3.3-70B-Instruct,Llama,15-2041.00||CA||52||Y||IV,1,1,21.51571384920369,-18.911533325103527,40.42724717430721,28870.0,-33703.0,62573.0
Llama-3.3-70B-Instruct,Llama,15-2041.00||CA||54||Y||II,3,3,41.359052216076655,29.83157293748216,11.527479278594495,41067.666666666664,30305.0,10762.666666666664
Llama-3.3-70B-Instruct,Llama,15-2041.00||CA||54||Y||III,3,3,5.692710434614365,5.3176363620058575,0.37507407260850734,7783.666666666667,6846.333333333333,937.3333333333339
Llama-3.3-70B-Instruct,Llama,15-2041.00||FL||52||Y||II,2,2,23.365974516281263,3.053553920968426,20.312420595312837,23766.0,3043.0,20723.0
Llama-3.3-70B-Instruct,Llama,15-2041.00||IL||52||Y||IV,1,1,4.643933685003768,-3.7411118293471235,8.385045514350892,6409.0,-5093.0,11502.0
Llama-3.3-70B-Instruct,Llama,15-2041.00||NC||54||Y||III,1,1,1.7471533449810224,-6.323377960865088,8.07053130584611,2030.0,-8903.0,10933.0
Llama-3.3-70B-Instruct,Llama,15-2041.00||NJ||54||Y||II,1,1,4.650998096755632,-6.858746458284456,11.509744555040088,5254.0,-7601.0,12855.0
Llama-3.3-70B-Instruct,Llama,15-2041.00||NJ||54||Y||III,1,1,0.03324721381421734,-8.644968241984305,8.678215455798522,48.0,-12481.0,12529.0
Llama-3.3-70B-Instruct,Llama,15-2041.00||NJ||54||Y||IV,1,1,-7.241965855240328,-17.789180855723885,10.547215000483558,-12730.0,-31270.0,18540.0
Llama-3.3-70B-Instruct,Llama,15-2041.00||NY||52||Y||II,1,1,28.01398663302793,27.925463639180276,0.08852299384765416,31646.0,31546.0,100.0
Llama-3.3-70B-Instruct,Llama,15-2041.00||NY||52||Y||III,4,4,0.16485076849549432,10.113416349095166,-9.948565580599672,238.0,14591.0,-14353.0
Llama-3.3-70B-Instruct,Llama,15-2041.00||NY||52||Y||IV,1,1,-5.5518348702625655,-6.754427384074502,1.2025925138119362,-9699.0,-11873.0,2174.0
Llama-3.3-70B-Instruct,Llama,15-2041.00||NY||54||Y||II,1,1,4.650998096755632,27.925463639180276,-23.274465542424643,5254.0,31546.0,-26292.0
Llama-3.3-70B-Instruct,Llama,15-2041.00||NY||54||Y||III,1,1,0.16485076849549432,0.09558573971587485,0.06926502877961947,238.0,138.0,100.0
Llama-3.3-70B-Instruct,Llama,15-2041.00||TX||54||Y||I,1,1,74.39977500814115,35.73673482806233,38.663040180078816,50263.0,27176.0,23087.0
Llama-3.3-70B-Instruct,Llama,15-2041.00||TX||54||Y||IV,2,2,5.929626170020406,0.8805773230322096,5.049048846988196,8034.5,564.5,7470.0
Llama-3.3-70B-Instruct,Llama,15-2041.00||WA||51||Y||IV,1,1,27.746805311951892,27.746805311951892,0.0,35436.0,35436.0,0.0
Llama-3.3-70B-Instruct,Llama,15-2041.01||CA||54||Y||III,1,1,17.876927255702245,13.557427338428742,4.319499917273504,25010.0,15645.0,9365.0
Llama-3.3-70B-Instruct,Llama,15-2051.00||CA||33||Y||I,1,1,59.30043855412376,6.813674300378043,52.48676425374572,61389.0,8417.0,52972.0
Llama-3.3-70B-Instruct,Llama,15-2051.00||CA||33||Y||II,1,1,7.8125,-25.433724986230953,33.246224986230956,10465.0,-44332.0,54797.0
Llama-3.3-70B-Instruct,Llama,15-2051.00||CA||33||Y||IV,1,1,-9.059367286282807,18.330940506775477,-27.390307793058284,-14387.0,29111.0,-43498.0
Llama-3.3-70B-Instruct,Llama,15-2051.00||CA||45||Y||I,1,1,59.951622160876816,40.59987552327118,19.351746637605636,43869.0,47620.0,-3751.0
Llama-3.3-70B-Instruct,Llama,15-2051.00||CA||45||Y||II,1,1,-17.035179915549843,10.902561550514799,-27.937741466064644,-29693.0,16212.0,-45905.0
Llama-3.3-70B-Instruct,Llama,15-2051.00||CA||45||Y||III,2,2,-10.49936081316227,-12.12690765983589,1.6275468466736207,-17006.5,-19937.0,2930.5
Llama-3.3-70B-Instruct,Llama,15-2051.00||CA||51||Y||I,1,1,23.130504471783855,104.08504317147897,-80.95453869969512,27130.0,67266.0,-40136.0
Llama-3.3-70B-Instruct,Llama,15-2051.00||CA||51||Y||II,1,1,7.8125,7.815486144290492,-0.0029861442904923763,10465.0,10469.0,-4.0
Llama-3.3-70B-Instruct,Llama,15-2051.00||CA||51||Y||IV,1,1,-15.358202367143312,-15.358202367143312,0.0,-29923.0,-29923.0,0.0
Llama-3.3-70B-Instruct,Llama,15-2051.00||CA||52||Y||II,1,1,12.476051028832225,-1.8342391304347827,14.310290159267009,16019.0,-2457.0,18476.0
Llama-3.3-70B-Instruct,Llama,15-2051.00||CA||52||Y||III,3,3,-0.24534932073350993,0.1670691329639159,-0.4124184536974258,-1667.3333333333333,274.6666666666667,-1942.0
Llama-3.3-70B-Instruct,Llama,15-2051.00||CA||52||Y||IV,2,2,-20.616524836527507,-15.087877556539102,-5.528647279988405,-40168.0,-25869.5,-14298.5
Llama-3.3-70B-Instruct,Llama,15-2051.00||CA||54||Y||I,1,1,59.30043855412376,56.579809683592416,2.7206288705313426,61389.0,43167.0,18222.0
Llama-3.3-70B-Instruct,Llama,15-2051.00||CA||54||Y||II,3,3,12.913332138875617,22.990682030196087,-10.07734989132047,17297.666666666668,27766.0,-10468.333333333332
Llama-3.3-70B-Instruct,Llama,15-2051.00||CA||54||Y||IV,1,1,-9.169133684058353,-16.948768324013905,7.779634639955551,-14588.0,-26916.0,12328.0
Llama-3.3-70B-Instruct,Llama,15-2051.00||CA||56||Y||III,1,1,0.30899679446238815,0.5933829738235972,-0.284386179361209,508.0,773.0,-265.0
Llama-3.3-70B-Instruct,Llama,15-2051.00||CA||61||Y||I,1,1,60.63654579890753,31.705503222607835,28.931042576299692,44181.0,21743.0,22438.0
Llama-3.3-70B-Instruct,Llama,15-2051.00||CO||33||Y||IV,1,1,6.965255197647634,-28.088833281201126,35.05408847884876,9404.0,-51186.0,60590.0
Llama-3.3-70B-Instruct,Llama,15-2051.00||CT||52||Y||IV,1,1,-0.7056576289353983,-25.45098730807084,24.74532967913544,-1027.0,-44738.0,43711.0
Llama-3.3-70B-Instruct,Llama,15-2051.00||DC||54||Y||II,1,1,24.562916706198948,2.827348864489085,21.735567841709862,28478.0,3278.0,25200.0
Llama-3.3-70B-Instruct,Llama,15-2051.00||DE||52||Y||I,1,1,39.593476144109054,55.819268635724335,-16.22579249161528,29277.0,41275.0,-11998.0
Llama-3.3-70B-Instruct,Llama,15-2051.00||GA||52||Y||II,1,1,25.799689275757125,13.482046658897513,12.317642616859612,24245.0,12263.0,11982.0
Llama-3.3-70B-Instruct,Llama,15-2051.00||GA||52||Y||IV,1,1,6.6242169803664055,-3.312846317870924,9.93706329823733,8978.0,-4490.0,13468.0
Llama-3.3-70B-Instruct,Llama,15-2051.00||GA||54||Y||III,1,1,25.849207870749602,3.0195025881450754,22.829705282604525,29663.0,3465.0,26198.0
Llama-3.3-70B-Instruct,Llama,15-2051.00||IL||51||Y||III,1,1,20.9546830826879,-11.27185517561504,32.22653825830294,25053.0,-13113.0,38166.0
Llama-3.3-70B-Instruct,Llama,15-2051.00||IL||52||Y||II,1,1,25.799689275757125,35.662553648068666,-9.862864372311542,24245.0,34567.0,-10322.0
Llama-3.3-70B-Instruct,Llama,15-2051.00||IL||52||Y||IV,1,1,1.618029674425146,14.72329653329583,-13.105266858870685,2301.0,20938.0,-18637.0
Llama-3.3-70B-Instruct,Llama,15-2051.00||IL||54||Y||I,1,1,64.0095538732296,38.967648127953474,25.041905745276132,45827.0,28944.0,16883.0
Llama-3.3-70B-Instruct,Llama,15-2051.00||IL||54||Y||II,2,2,35.995790689996696,28.626918950148564,7.368871739848132,34890.0,27747.5,7142.5
Llama-3.3-70B-Instruct,Llama,15-2051.00||IL||54||Y||IV,2,2,-3.117221011180648,-3.0820617396807535,-0.03515927149989473,-4433.0,-4383.0,-50.0
Llama-3.3-70B-Instruct,Llama,15-2051.00||IL||55||Y||III,1,1,-1.0112246775623546,-13.664497566034894,12.65327288847254,-1209.0,-16337.0,15128.0
Llama-3.3-70B-Instruct,Llama,15-2051.00||IL||61||Y||I,1,1,83.32409375096246,29.07850565154455,54.245588099417915,54109.0,18883.0,35226.0
Llama-3.3-70B-Instruct,Llama,15-2051.00||IL||81||Y||III,1,1,20.9546830826879,-0.28354438849763297,21.23822747118553,25053.0,-339.0,25392.0
Llama-3.3-70B-Instruct,Llama,15-2051.00||IN||33||Y||III,1,1,20.00354118713091,20.00354118713091,0.0,19206.0,19206.0,0.0
Llama-3.3-70B-Instruct,Llama,15-2051.00||MA||32||Y||IV,2,2,-10.687070079046743,-4.39048492786021,-6.296585151186533,-17292.0,-7734.5,-9557.5
Llama-3.3-70B-Instruct,Llama,15-2051.00||MA||44||Y||III,1,1,-4.676467603265046,4.693865715569861,-9.370333318834906,-6451.0,6475.0,-12926.0
Llama-3.3-70B-Instruct,Llama,15-2051.00||MA||51||Y||III,1,1,-4.676467603265046,-4.676467603265046,0.0,-6451.0,-6451.0,0.0
Llama-3.3-70B-Instruct,Llama,15-2051.00||MA||52||Y||II,1,1,26.753909263025033,14.86133510973985,11.892574153285183,30523.0,16955.0,13568.0
Llama-3.3-70B-Instruct,Llama,15-2051.00||MA||52||Y||IV,2,2,-4.897004381871782,-19.010772358979747,14.113767977107965,-7923.5,-30760.0,22836.5
Llama-3.3-70B-Instruct,Llama,15-2051.00||MA||61||Y||I,1,1,26.91541753007347,77.5451438413305,-50.62972631125703,20003.0,57630.0,-37627.0
Llama-3.3-70B-Instruct,Llama,15-2051.00||MA||62||Y||I,1,1,76.72569229527167,11.682230415242605,65.04346188002907,57021.0,8682.0,48339.0
Llama-3.3-70B-Instruct,Llama,15-2051.00||MA||62||Y||II,1,1,67.32736276960104,51.628019994445985,15.699342775155053,58187.0,44619.0,13568.0
Llama-3.3-70B-Instruct,Llama,15-2051.00||MI||54||Y||II,1,1,30.558682536269462,24.12636186536473,6.432320670904733,24160.0,20063.0,4097.0
Llama-3.3-70B-Instruct,Llama,15-2051.00||NC||51||Y||III,1,1,-8.859950405840406,-20.50995733670122,11.650006930860814,-11505.0,-26633.0,15128.0
Llama-3.3-70B-Instruct,Llama,15-2051.00||NC||52||Y||IV,1,1,-6.138527688650446,-14.886140736025773,8.747613047375328,-9451.0,-22919.0,13468.0
Llama-3.3-70B-Instruct,Llama,15-2051.00||NC||54||Y||II,7,7,33.44443478462629,21.78470231011761,11.65973247450868,29816.85714285714,18667.285714285714,11149.571428571428
Llama-3.3-70B-Instruct,Llama,15-2051.00||NC||54||Y||III,1,1,5.2309142318567385,-7.540945708036206,12.771859939892945,5883.0,-8481.0,14364.0
Llama-3.3-70B-Instruct,Llama,15-2051.00||NC||54||Y||IV,1,1,4.949308621891704,-14.886140736025773,19.835449357917476,6815.0,-22919.0,29734.0
Llama-3.3-70B-Instruct,Llama,15-2051.00||NJ||52||Y||II,1,1,32.07569571928286,5.231480212985542,26.84421550629732,35120.0,5728.0,29392.0
Llama-3.3-70B-Instruct,Llama,15-2051.00||NJ||52||Y||IV,1,1,-14.7633905662937,-22.53260273326216,7.76921216696846,-25030.0,-38202.0,13172.0
Llama-3.3-70B-Instruct,Llama,15-2051.00||NJ||54||Y||II,6,6,19.72917506029258,7.843567051173156,11.885608009119423,21612.0,8588.0,13024.0
Llama-3.3-70B-Instruct,Llama,15-2051.00||NJ||54||Y||IV,3,3,-12.022992073804687,-6.54219508882666,-5.480796984978027,-20058.666666666668,-10116.0,-9942.666666666668
Llama-3.3-70B-Instruct,Llama,15-2051.00||NV||52||Y||I,1,1,95.79034803555112,71.47769748317967,24.31265055237145,57661.0,43026.0,14635.0
Llama-3.3-70B-Instruct,Llama,15-2051.00||NY||51||Y||II,1,1,29.15617240948145,8.146788320501228,21.00938408898022,32645.0,8920.0,23725.0
Llama-3.3-70B-Instruct,Llama,15-2051.00||NY||51||Y||III,2,2,3.591243387381188,3.0129954775068795,0.5782479098743085,5010.0,4223.0,787.0
Llama-3.3-70B-Instruct,Llama,15-2051.00||NY||52||Y||II,3,3,31.927129474873126,38.28290300877089,-6.355773533897761,34957.333333333336,41916.333333333336,-6959.0
Llama-3.3-70B-Instruct,Llama,15-2051.00||NY||52||Y||III,4,4,8.48476051209267,4.865740541625449,3.619019970467221,11836.75,6788.0,5048.75
Llama-3.3-70B-Instruct,Llama,15-2051.00||NY||52||Y||IV,4,4,-8.618859155012652,-3.533103397533056,-5.085755757479596,-14612.5,-6004.25,-8608.25
Llama-3.3-70B-Instruct,Llama,15-2051.00||NY||54||Y||II,6,6,35.55022301123295,26.72070119517772,8.82952181605523,35094.833333333336,23547.666666666668,11547.166666666668
Llama-3.3-70B-Instruct,Llama,15-2051.00||NY||54||Y||IV,2,2,-14.94216554545367,-8.953586448115795,-5.988579097337876,-25396.0,-15180.0,-10216.0
Llama-3.3-70B-Instruct,Llama,15-2051.00||NY||62||Y||II,1,1,31.898512206482724,31.902165474787882,-0.003653268305157553,34926.0,34930.0,-4.0
Llama-3.3-70B-Instruct,Llama,15-2051.00||OH||42||Y||III,2,2,21.01544289044289,18.546540080258392,2.468902810184499,21637.5,18949.0,2688.5
Llama-3.3-70B-Instruct,Llama,15-2051.00||OH||52||Y||IV,1,1,10.35478791043142,-5.3896763156422125,15.744464226073633,12296.0,-6742.0,19038.0
Llama-3.3-70B-Instruct,Llama,15-2051.00||PA||48||Y||III,1,1,2.5524635422841753,3.290933419149405,-0.7384698768652296,3014.0,3886.0,-872.0
Llama-3.3-70B-Instruct,Llama,15-2051.00||PA||54||Y||I,1,1,95.43303040138483,39.593476144109054,55.83955425727577,70567.0,29277.0,41290.0
Llama-3.3-70B-Instruct,Llama,15-2051.00||PA||54||Y||II,2,2,48.63809737926519,14.90214866736796,33.73594871189723,41848.5,14308.0,27540.5
Llama-3.3-70B-Instruct,Llama,15-2051.00||PA||61||Y||I,1,1,100.58881828251617,27.90959793233448,72.6792203501817,51762.0,14362.0,37400.0
Llama-3.3-70B-Instruct,Llama,15-2051.00||TX||33||Y||IV,2,2,-1.3272378028270821,-6.7138567070026,5.386618904175518,-1978.5,-9866.5,7888.0
Llama-3.3-70B-Instruct,Llama,15-2051.00||TX||42||Y||III,2,2,-2.7651794521719752,11.739444047238148,-14.504623499410123,-3427.5,13755.0,-17182.5
Llama-3.3-70B-Instruct,Llama,15-2051.00||TX||42||Y||IV,2,2,-2.8438695450481037,-4.548807621988884,1.7049380769407807,-4230.0,-6382.5,2152.5
Llama-3.3-70B-Instruct,Llama,15-2051.00||TX||45||Y||II,2,2,17.81959158452845,14.90565841264552,2.9139331718829293,17880.0,14314.5,3565.5
Llama-3.3-70B-Instruct,Llama,15-2051.00||TX||51||Y||II,1,1,43.929080417385066,28.311126417977913,15.617953999407153,44078.0,26305.0,17773.0
Llama-3.3-70B-Instruct,Llama,15-2051.00||TX||52||Y||II,3,3,31.240696564806427,32.35069523988032,-1.1099986750738893,30163.333333333332,31067.666666666668,-904.3333333333358
Llama-3.3-70B-Instruct,Llama,15-2051.00||TX||52||Y||III,3,3,10.409920404621522,10.97852023065291,-0.568599826031388,12376.666666666666,13041.666666666666,-665.0
Llama-3.3-70B-Instruct,Llama,15-2051.00||TX||52||Y||IV,5,5,-1.8677745409915851,-3.072531040294747,1.204756499303162,-2648.0,-4062.6,1414.6
Llama-3.3-70B-Instruct,Llama,15-2051.00||TX||54||Y||I,2,2,73.96338128883818,48.62754526492397,25.33583602391421,52518.5,33593.0,18925.5
Llama-3.3-70B-Instruct,Llama,15-2051.00||TX||54||Y||II,8,8,28.56887619645311,21.763938461282308,6.804937735170803,26392.0,20251.0,6141.0
Llama-3.3-70B-Instruct,Llama,15-2051.00||TX||54||Y||III,1,1,6.294844359725944,-7.1903828516966675,13.485227211422611,7001.0,-7997.0,14998.0
Llama-3.3-70B-Instruct,Llama,15-2051.00||TX||54||Y||IV,3,3,-6.998716760463933,-9.391447491870743,2.39273073140681,-10154.333333333334,-13838.0,3683.666666666666
Llama-3.3-70B-Instruct,Llama,15-2051.00||VA||52||Y||II,1,1,24.562916706198948,7.831929130658575,16.73098757554037,28478.0,8673.0,19805.0
Llama-3.3-70B-Instruct,Llama,15-2051.00||VA||52||Y||IV,1,1,-3.7856947875124005,-1.8045284013951983,-1.9811663861172022,-5686.0,-3011.0,-2675.0
Llama-3.3-70B-Instruct,Llama,15-2051.00||WA||51||Y||I,1,1,22.16465349521937,36.33696432472924,-14.172310829509868,21304.0,34926.0,-13622.0
Llama-3.3-70B-Instruct,Llama,15-2051.00||WA||51||Y||III,1,1,0.9729246519146226,-13.209084225794273,14.182008877708896,1589.0,-19944.0,21533.0
Llama-3.3-70B-Instruct,Llama,15-2051.00||WA||51||Y||IV,1,1,-26.659861665498646,-28.618430011820394,1.9585683463217478,-52497.0,-52538.0,41.0
Llama-3.3-70B-Instruct,Llama,15-2051.00||WA||52||Y||III,1,1,-13.248062110432153,-21.947865436464387,8.699803326032233,-21637.0,-32399.0,10762.0
Llama-3.3-70B-Instruct,Llama,15-2051.00||WA||54||Y||II,1,1,11.382100089516442,1.0284560053658574,10.353644084150584,13478.0,1334.0,12144.0
Llama-3.3-70B-Instruct,Llama,15-2051.00||WA||54||Y||III,1,1,0.9729246519146226,-9.328198283146177,10.3011229350608,1589.0,-15235.0,16824.0
Llama-3.3-70B-Instruct,Llama,15-2051.00||WI||54||Y||II,1,1,25.71540989185108,9.766368557057328,15.949041334793753,24182.0,9184.0,14998.0
Llama-3.3-70B-Instruct,Llama,15-2051.01||AR||45||Y||III,1,1,26.81858096241658,15.365924517338827,11.452656445077752,30541.0,17454.0,13087.0
Llama-3.3-70B-Instruct,Llama,15-2051.01||AR||45||Y||IV,1,1,22.906628663635473,-1.189856810007465,24.09648547364294,30379.0,-1578.0,31957.0
Llama-3.3-70B-Instruct,Llama,15-2051.01||CA||51||Y||III,1,1,-8.844442203199657,-19.77518658418642,10.930744380986765,-14031.0,-32511.0,18480.0
Llama-3.3-70B-Instruct,Llama,15-2051.01||CA||51||Y||IV,3,3,-26.120500569093064,-26.090931207855323,-0.029569361237740566,-63758.333333333336,-50235.666666666664,-13522.666666666672
Llama-3.3-70B-Instruct,Llama,15-2051.01||CA||52||Y||II,1,1,5.772963449593885,21.68537983755375,-15.912416387959865,7733.0,29048.0,-21315.0
Llama-3.3-70B-Instruct,Llama,15-2051.01||CA||54||Y||I,1,1,97.36108453822396,13.426131643515388,83.93495289470857,71243.0,13899.0,57344.0
